39,1,77516,3,13,3,4, Not-in-family,2,1,2174,0,40,2, <=50K
50,2,83311,3,13,1,6, Husband,2,1,0,0,13,2, <=50K
38,3,215646,1,9,2,6, Not-in-family,2,1,0,0,40,2, <=50K
53,3,234721,1,7,1,6, Husband,3,1,0,0,40,2, <=50K
28,3,338409,3,13,1,4, Wife,3,2,0,0,40,2, <=50K
37,3,284582,2,14,1,6, Wife,2,2,0,0,40,2, <=50K
49,3,160187,1,5,1,2, Not-in-family,3,2,0,0,16,3, <=50K
52,2,209642,1,9,1,6, Husband,2,1,0,0,45,2, >50K
31,3,45781,2,14,3,4, Not-in-family,2,2,14084,0,50,2, >50K
42,3,159449,3,13,1,6, Husband,2,1,5178,0,40,2, >50K
37,3,280464,3,10,1,6, Husband,3,1,0,0,80,2, >50K
30,1,141297,3,13,1,4, Husband,1,1,0,0,40,1, >50K
23,3,122272,3,13,3,4, Own-child,2,2,0,0,30,2, <=50K
32,3,205019,2,12,3,2, Not-in-family,3,1,0,0,50,2, <=50K
40,3,121772,2,11,1,4, Husband,1,1,0,0,40,0, >50K
34,3,245487,1,4,1,2, Husband,1,1,0,0,45,3, <=50K
25,2,176756,1,9,3,6, Own-child,2,1,0,0,35,2, <=50K
32,3,186824,1,9,3,3, Unmarried,2,1,0,0,40,2, <=50K
38,3,28887,1,7,1,2, Husband,2,1,0,0,50,2, <=50K
43,2,292175,2,14,2,6, Unmarried,2,2,0,0,45,2, >50K
40,3,193524,2,16,1,4, Husband,2,1,0,0,60,2, >50K
54,3,302146,1,9,2,2, Unmarried,3,2,0,0,20,2, <=50K
35,1,76845,1,5,1,6, Husband,3,1,0,0,40,2, <=50K
43,3,117037,1,7,1,2, Husband,2,1,0,2042,40,2, <=50K
59,3,109015,1,9,2,3, Unmarried,2,2,0,0,40,2, <=50K
56,1,216851,3,13,1,3, Husband,2,1,0,0,40,2, >50K
19,3,168294,1,9,3,4, Own-child,2,1,0,0,40,2, <=50K
54,0,180211,3,10,1,0, Husband,1,1,0,0,60,1, >50K
39,3,367260,1,9,2,6, Not-in-family,2,1,0,0,80,2, <=50K
49,3,193366,1,9,1,4, Husband,2,1,0,0,40,2, <=50K
23,1,190709,2,12,3,2, Not-in-family,2,1,0,0,52,2, <=50K
20,3,266015,3,10,3,2, Own-child,3,1,0,0,44,2, <=50K
45,3,386940,3,13,2,6, Own-child,2,1,0,1408,40,2, <=50K
30,1,59951,3,10,1,4, Own-child,2,1,0,0,40,2, <=50K
22,1,311512,3,10,1,2, Husband,3,1,0,0,15,2, <=50K
48,3,242406,1,7,3,3, Unmarried,2,1,0,0,40,2, <=50K
21,3,197200,3,10,3,3, Own-child,2,1,0,0,40,2, <=50K
19,3,544091,1,9,1,4, Wife,2,2,0,0,25,2, <=50K
31,3,84154,3,10,1,2, Husband,2,1,0,0,38,0, >50K
48,2,265477,2,12,1,4, Husband,2,1,0,0,40,2, <=50K
31,3,507875,1,5,1,3, Husband,2,1,0,0,43,2, <=50K
53,2,88506,3,13,1,4, Husband,2,1,0,0,40,2, <=50K
24,3,172987,3,13,1,3, Husband,2,1,0,0,50,2, <=50K
49,3,94638,1,9,2,4, Unmarried,2,2,0,0,40,2, <=50K
25,3,289980,1,9,3,6, Not-in-family,2,1,0,0,35,2, <=50K
57,1,337895,3,13,1,4, Husband,3,1,0,0,40,2, >50K
53,3,144361,1,9,1,3, Husband,2,1,0,0,38,2, <=50K
44,3,128354,2,14,2,6, Unmarried,2,2,0,0,40,2, <=50K
41,1,101603,2,11,1,4, Husband,2,1,0,0,40,2, <=50K
29,3,271466,2,11,3,4, Not-in-family,2,1,0,0,43,2, <=50K
25,3,32275,3,10,1,6, Wife,1,2,0,0,40,2, <=50K
18,3,226956,1,9,3,2, Own-child,2,2,0,0,30,0, <=50K
47,3,51835,2,15,1,4, Wife,2,2,0,1902,60,1, >50K
50,1,251585,3,13,2,6, Not-in-family,2,1,0,0,55,2, >50K
47,2,109832,1,9,2,6, Not-in-family,2,1,0,0,60,2, <=50K
43,3,237993,3,10,1,3, Husband,2,1,0,0,40,2, >50K
46,3,216666,1,3,1,3, Husband,2,1,0,0,40,3, <=50K
35,3,56352,2,11,1,2, Husband,2,1,0,0,40,2, <=50K
41,3,147372,1,9,1,4, Husband,2,1,0,0,48,2, <=50K
30,3,188146,1,9,1,3, Husband,2,1,5013,0,40,2, <=50K
30,3,59496,3,13,1,2, Husband,2,1,2407,0,40,2, <=50K
32,0,293936,1,4,1,0, Not-in-family,2,1,0,0,40,0, <=50K
48,3,149640,1,9,1,2, Husband,2,1,0,0,40,2, <=50K
42,3,116632,2,16,1,4, Husband,2,1,0,0,45,2, >50K
29,3,105598,3,10,2,3, Not-in-family,2,1,0,0,58,2, <=50K
36,3,155537,1,9,1,4, Husband,2,1,0,0,40,2, <=50K
28,3,183175,3,10,2,4, Not-in-family,2,2,0,0,40,2, <=50K
53,3,169846,1,9,1,4, Wife,2,2,0,0,40,2, >50K
49,2,191681,3,10,1,6, Husband,2,1,0,0,50,2, >50K
25,0,200681,3,10,3,0, Own-child,2,1,0,0,40,2, <=50K
19,3,101509,3,10,3,4, Own-child,2,1,0,0,32,2, <=50K
31,3,309974,3,13,2,2, Own-child,3,2,0,0,40,2, <=50K
29,2,162298,3,13,1,2, Husband,2,1,0,0,70,2, >50K
23,3,211678,3,10,3,3, Not-in-family,2,1,0,0,40,2, <=50K
79,3,124744,3,10,1,4, Other-relative,2,1,0,0,20,2, <=50K
27,3,213921,1,9,3,2, Own-child,2,1,0,0,40,3, <=50K
40,3,32214,2,12,1,4, Husband,2,1,0,0,40,2, <=50K
67,0,212759,1,6,1,0, Husband,2,1,0,0,2,2, <=50K
18,3,309634,1,7,3,2, Own-child,2,2,0,0,22,2, <=50K
31,1,125927,1,4,1,6, Husband,2,1,0,0,40,2, <=50K
18,3,446839,1,9,3,2, Not-in-family,2,1,0,0,30,2, <=50K
52,3,276515,3,13,1,2, Husband,2,1,0,0,40,2, <=50K
46,3,51618,1,9,1,2, Wife,2,2,0,0,40,2, <=50K
59,3,159937,1,9,1,2, Husband,2,1,0,0,48,2, <=50K
44,3,343591,1,9,2,4, Not-in-family,2,2,14344,0,40,2, >50K
53,3,346253,1,9,2,2, Own-child,2,2,0,0,35,2, <=50K
49,1,268234,1,9,1,2, Husband,2,1,0,0,40,2, >50K
33,3,202051,2,14,1,4, Husband,2,1,0,0,50,2, <=50K
30,3,54334,1,5,3,2, Not-in-family,2,1,0,0,40,2, <=50K
43,1,410867,2,16,3,4, Not-in-family,2,2,0,0,50,2, >50K
57,3,249977,2,11,1,4, Husband,2,1,0,0,40,2, <=50K
37,3,286730,3,10,2,4, Unmarried,2,2,0,0,40,2, <=50K
28,3,212563,3,10,2,3, Unmarried,3,2,0,0,25,2, <=50K
30,3,117747,1,9,1,2, Wife,1,2,0,1573,35,0, <=50K
34,1,226296,3,13,1,2, Husband,2,1,0,0,40,2, >50K
29,1,115585,3,10,3,6, Not-in-family,2,1,0,0,50,2, <=50K
48,2,191277,2,16,1,4, Husband,2,1,0,1902,60,2, >50K
37,3,202683,3,10,1,2, Husband,2,1,0,0,48,2, >50K
48,3,171095,2,12,2,6, Unmarried,2,2,0,0,40,3, <=50K
32,1,249409,1,9,3,2, Own-child,3,1,0,0,40,2, <=50K
76,3,124191,2,14,1,6, Husband,2,1,0,0,40,2, >50K
44,3,198282,3,13,1,6, Husband,2,1,15024,0,60,2, >50K
47,2,149116,2,14,3,4, Not-in-family,2,2,0,0,50,2, <=50K
20,3,188300,3,10,3,3, Own-child,2,2,0,0,40,2, <=50K
29,3,103432,1,9,3,4, Not-in-family,2,1,0,0,40,2, <=50K
32,2,317660,1,9,1,4, Husband,2,1,7688,0,40,2, >50K
17,0,304873,1,6,3,0, Own-child,2,2,34095,0,32,2, <=50K
30,3,194901,1,7,3,6, Own-child,2,1,0,0,40,2, <=50K
31,1,189265,1,9,3,4, Not-in-family,2,2,0,0,40,2, <=50K
42,3,124692,1,9,1,6, Husband,2,1,0,0,40,2, <=50K
24,3,432376,3,13,3,2, Other-relative,2,1,0,0,40,2, <=50K
38,3,65324,2,15,1,4, Husband,2,1,0,0,40,2, >50K
56,2,335605,1,9,1,2, Husband,2,1,0,1887,50,2, >50K
28,3,377869,3,10,1,2, Wife,2,2,4064,0,25,2, <=50K
36,3,102864,1,9,3,3, Own-child,2,2,0,0,40,2, <=50K
53,3,95647,1,5,1,6, Husband,2,1,0,0,50,2, <=50K
56,2,303090,3,10,1,2, Husband,2,1,0,0,50,2, <=50K
49,1,197371,2,11,1,4, Husband,3,1,0,0,40,2, >50K
55,3,247552,3,10,1,2, Husband,2,1,0,0,56,2, <=50K
22,3,102632,1,9,3,4, Not-in-family,2,1,0,0,41,2, <=50K
21,3,199915,3,10,3,2, Own-child,2,2,0,0,40,2, <=50K
40,3,118853,3,13,1,6, Husband,2,1,0,0,60,2, <=50K
30,3,77143,3,13,3,6, Own-child,3,1,0,0,40,3, <=50K
29,1,267989,3,13,1,4, Husband,2,1,0,0,50,2, >50K
19,3,301606,3,10,3,2, Own-child,3,1,0,0,35,2, <=50K
47,3,287828,3,13,1,6, Wife,2,2,0,0,40,2, >50K
20,3,111697,3,10,3,4, Own-child,2,2,0,1719,28,2, <=50K
31,3,114937,2,12,1,4, Husband,2,1,0,0,40,2, >50K
35,0,129305,1,9,1,0, Husband,2,1,0,0,40,2, <=50K
39,3,365739,3,10,2,4, Not-in-family,2,1,0,0,40,2, <=50K
28,3,69621,2,12,3,2, Not-in-family,2,2,0,0,60,2, <=50K
24,3,43323,1,9,3,2, Not-in-family,2,2,0,1762,40,2, <=50K
38,2,120985,1,9,1,4, Husband,2,1,4386,0,35,2, <=50K
37,3,254202,3,13,1,2, Husband,2,1,0,0,50,2, <=50K
46,3,146195,2,12,2,3, Not-in-family,3,2,0,0,36,2, <=50K
38,1,125933,2,14,1,4, Husband,2,1,0,0,40,3, >50K
43,2,56920,1,9,1,4, Husband,2,1,0,0,60,2, <=50K
27,3,163127,2,11,1,4, Wife,2,2,0,0,35,2, <=50K
20,3,34310,3,10,3,2, Own-child,2,1,0,0,20,2, <=50K
49,3,81973,3,10,1,4, Husband,1,1,0,0,40,2, >50K
61,2,66614,1,9,1,4, Husband,2,1,0,0,40,2, <=50K
27,3,232782,3,10,3,2, Own-child,2,2,0,0,40,2, <=50K
19,3,316868,3,10,3,2, Own-child,2,1,0,0,30,3, <=50K
45,3,196584,2,11,3,4, Not-in-family,2,2,0,1564,40,2, >50K
70,3,105376,3,10,3,3, Other-relative,2,1,0,0,40,2, <=50K
31,3,185814,1,9,3,2, Unmarried,3,2,0,0,30,2, <=50K
22,3,175374,3,10,1,2, Husband,2,1,0,0,24,2, <=50K
36,3,108293,1,9,2,2, Unmarried,2,2,0,0,24,2, <=50K
64,3,181232,1,7,1,4, Husband,2,1,0,2179,40,2, <=50K
43,0,174662,3,10,2,0, Not-in-family,2,2,0,0,40,2, <=50K
47,1,186009,3,10,2,4, Unmarried,2,2,0,0,38,3, <=50K
34,3,198183,1,9,3,4, Not-in-family,2,2,0,0,40,2, <=50K
33,3,163003,3,13,3,6, Other-relative,1,2,0,0,40,2, <=50K
21,3,296158,1,9,3,4, Own-child,2,1,0,0,35,2, <=50K
52,0,252903,1,9,2,0, Not-in-family,2,1,0,0,45,2, >50K
48,3,187715,1,9,1,4, Husband,2,1,0,0,46,2, <=50K
23,3,214542,3,13,3,6, Not-in-family,2,1,0,0,40,2, <=50K
71,2,494223,3,10,2,2, Unmarried,3,1,0,1816,2,2, <=50K
29,3,191535,1,9,2,4, Not-in-family,2,1,0,0,60,2, <=50K
42,3,228456,3,13,2,2, Other-relative,3,1,0,0,50,2, <=50K
68,0,38317,1,2,2,0, Not-in-family,2,2,0,0,20,2, <=50K
25,3,252752,1,9,3,2, Unmarried,2,2,0,0,40,2, <=50K
44,2,78374,2,14,2,6, Unmarried,1,2,0,0,40,2, <=50K
28,3,88419,1,9,3,6, Not-in-family,1,2,0,0,40,3, <=50K
45,2,201080,2,14,1,2, Husband,2,1,0,0,40,2, >50K
36,3,207157,3,10,2,2, Unmarried,2,2,0,0,40,3, <=50K
39,1,235485,2,12,3,6, Not-in-family,2,1,0,0,42,2, <=50K
46,1,102628,2,14,2,2, Unmarried,2,1,0,0,40,2, <=50K
18,3,25828,1,7,3,6, Own-child,2,1,0,0,16,2, <=50K
66,1,54826,2,11,2,4, Not-in-family,2,2,0,0,20,2, <=50K
27,3,124953,1,9,3,2, Not-in-family,2,1,0,1980,40,2, <=50K
28,1,175325,1,9,1,2, Husband,2,1,0,0,40,2, <=50K
51,3,96062,3,10,1,2, Husband,2,1,0,1977,40,2, >50K
27,3,428030,3,13,3,4, Not-in-family,2,1,0,0,50,2, <=50K
28,1,149624,3,13,1,4, Husband,2,1,0,0,40,2, >50K
27,3,253814,1,9,1,2, Unmarried,2,2,0,0,25,2, <=50K
21,3,312956,1,9,3,4, Own-child,3,1,0,0,40,2, <=50K
34,3,483777,1,9,3,6, Not-in-family,3,1,0,0,40,2, <=50K
18,3,183930,1,9,3,2, Own-child,2,1,0,0,12,2, <=50K
33,3,37274,3,13,1,4, Husband,2,1,0,0,65,2, <=50K
44,1,181344,3,10,1,6, Husband,3,1,0,0,38,2, >50K
43,3,114580,3,10,2,4, Not-in-family,2,2,0,0,40,2, <=50K
30,3,633742,3,10,3,4, Not-in-family,3,1,0,0,45,2, <=50K
40,3,286370,1,4,1,3, Husband,2,1,0,0,40,3, >50K
37,1,29054,3,10,1,4, Husband,2,1,0,0,42,2, >50K
34,3,304030,1,9,1,4, Husband,3,1,0,0,40,2, <=50K
41,2,143129,3,13,2,6, Not-in-family,2,2,0,0,40,2, <=50K
53,0,135105,3,13,2,0, Not-in-family,2,2,0,0,50,2, <=50K
31,3,99928,2,14,1,4, Wife,2,2,0,0,50,2, <=50K
58,1,109567,2,16,1,4, Husband,2,1,0,0,1,2, >50K
38,3,155222,3,10,2,3, Not-in-family,3,2,0,0,28,2, <=50K
24,3,159567,3,10,1,3, Husband,2,1,0,0,40,2, <=50K
41,1,523910,3,13,1,4, Husband,3,1,0,0,40,2, <=50K
47,3,120939,3,10,1,3, Husband,2,1,0,0,45,2, <=50K
41,1,130760,3,13,1,3, Husband,2,1,0,0,24,2, <=50K
23,3,197387,1,3,1,2, Other-relative,2,1,0,0,40,3, <=50K
36,3,99374,3,10,2,4, Not-in-family,2,1,0,0,40,2, <=50K
40,1,56795,2,14,3,6, Not-in-family,2,2,14084,0,55,2, >50K
35,3,138992,2,14,1,4, Other-relative,2,1,7298,0,40,2, >50K
